PARK,M,RP,RB,FA,BG,GL,GLM,TOTAL
VAN CORTLANDT PARK,0,0,0,0,0,1,0,1
BRONX PARK,0,0,2,1,0,1,0,4
CROTONA PARK,0,0,1,0,0,0,0,1
PUGSLEY CREEK PARK,0,0,2,0,0,0,0,2
MACOMBS DAM PARK,0,0,0,0,0,1,0,1
CLAREMONT PARK,0,0,1,0,0,0,0,1
ST. MARY'S PARK BRONX,0,0,0,1,0,0,0,1
FRANZ SIGEL PARK,0,0,1,0,0,0,0,1
TREMONT PARK,0,0,0,1,0,0,0,1
AQUEDUCT WALK,1,0,2,3,0,1,0,7
ST. JAMES PARK,0,0,0,1,0,0,0,1
CONCRETE PLANT PARK,0,0,2,0,0,0,0,2
BATHGATE PLAYGROUND,0,0,0,1,0,0,0,1
